Motif,Motif Start Position Relative to ATG,stop,strand,FIMO Score,TF AgID from Y1H Interaction,Y1H Validated,Size
M0779,2196,2205,+,7.10559,,black,1
M0779,2464,2473,-,7.48447,,black,1
M0779,2464,2473,+,7.48447,,black,1
M0779,2504,2513,-,6.70807,,black,1
M0779,2504,2513,+,6.70807,,black,1
M0779,2933,2942,-,7.58385,,black,1
M0779,2933,2942,+,7.58385,,black,1
M0779,2975,2997,-,6.936,,black,1
M0779,1936,1958,+,5.72535,,black,1
M0779,2974,2996,-,8.71127,,black,1
M0780,280,290,-,10.6535,,black,1
M0780,525,535,+,8.74257,,black,1
M0780,651,661,+,9.44554,,black,1
M0780,652,662,-,14.5347,,black,1
M0780,914,924,+,10.1386,,black,1
M0780,915,925,-,8.05941,,black,1
M0780,1230,1240,-,6.83168,,black,1
M0780,1702,1712,-,9,,black,1
M0780,1742,1752,+,7.58416,,black,1
M0780,2933,2943,-,6.55446,,black,1
M0780,2985,2995,-,7.25743,,black,1
M0780,76,97,-,7.22481,,black,1
M0780,79,100,-,6.0155,,black,1
M0780,646,667,-,6.46512,,black,1
M0780,646,667,+,14.1473,,black,1
M0780,650,671,+,6.78295,,black,1
M0780,788,809,+,5.9845,,black,1
M0780,909,930,-,6.1938,,black,1
M0780,972,993,+,8.42636,,black,1
M0780,1313,1334,-,7.43411,,black,1
M0780,1510,1531,+,6.42636,,black,1
M0780,1675,1696,+,6.84496,,black,1
M0780,1696,1717,-,11.186,,black,1
M0780,1696,1717,+,7.67442,,black,1
M0780,1737,1758,+,8.65116,,black,1
M0780,1781,1802,-,7.49612,,black,1
M0780,1791,1812,-,5.9845,,black,1
M0780,2320,2341,+,7.48062,,black,1
M0780,2351,2372,+,6.54264,,black,1
M0780,2470,2491,+,5.91473,,black,1
M0780,2501,2522,-,10.5039,,black,1
M0780,2642,2663,+,5.9845,,black,1
M0780,2788,2809,-,6.35659,,black,1
M0780,2963,2984,+,5.99225,,black,1
M0780,2975,2996,-,7.51938,,black,1
M0780,2979,3000,-,7.06202,,black,1
M0780,2979,3000,+,6.32558,,black,1
M0780,520,542,+,7.448,,black,1
M0780,733,755,+,5.328,,black,1
M0780,909,931,+,7.096,,black,1
M0780,957,979,-,10.792,,black,1
M0780,1695,1717,-,7.104,,black,1
M0780,2978,3000,-,9.144,,black,1
M0780,601,623,+,4.29204,,black,1
M0780,646,668,+,8.75221,,black,1
M0780,958,980,+,8.42478,,black,1
M0780,1224,1246,+,6.53097,,black,1
M0780,1724,1746,-,4.40708,,black,1
M0780,1777,1799,+,6.52212,,black,1
M0780,2054,2076,+,3.9823,,black,1
M0780,2500,2522,-,7.9115,,black,1
M0780,2926,2948,-,6.76106,,black,1
M0780,75,97,-,4.51327,,black,1
M0780,519,541,+,4.14159,,black,1
M0780,646,668,+,8.83186,,black,1
M0780,958,980,+,7.76106,,black,1
M0780,1224,1246,+,8.10619,,black,1
M0780,1777,1799,+,7.11504,,black,1
M0780,2500,2522,-,9.0708,,black,1
M0780,2926,2948,-,5.79646,,black,1
M0781,525,534,-,3.79592,,black,1
M0781,945,954,-,9.12245,,black,1
M0781,1231,1240,+,3.68367,,black,1
M0781,1740,1749,+,8.26531,,black,1
M0781,1889,1898,+,8.89796,,black,1
M0781,1942,1951,+,4.43878,,black,1
M0781,2480,2489,-,4.43878,,black,1
M0781,2587,2596,+,7.53061,,black,1
M0781,520,541,+,4.71429,,black,1
M0781,1224,1245,-,4.63393,,black,1
M0781,1883,1904,+,6.73214,,black,1
M0781,2975,2996,-,5.8125,,black,1
M0781,2976,2997,+,5.08036,,black,1
M0781,939,961,-,4.11111,,black,1
M0781,519,540,-,4.85841,,black,1
M0781,538,559,-,4.73451,,black,1
M0781,539,560,+,5.06195,,black,1
M0781,940,961,+,8.64602,,black,1
M0781,1225,1246,+,5.86726,,black,1
M0781,1270,1291,+,7.16814,,black,1
M0781,2645,2666,-,5.42478,,black,1
M0781,2963,2984,-,7.28319,,black,1
M0781,518,539,-,5.04545,,black,1
M0781,537,558,-,4.34545,,black,1
M0781,1226,1247,+,5.17273,,black,1
M0781,1271,1292,+,9.53636,,black,1
M0781,1884,1905,+,5.73636,,black,1
M0781,2499,2520,+,5.18182,,black,1
M0781,2582,2603,+,6.47273,,black,1
M0781,2644,2665,-,5.89091,,black,1
M0781,2962,2983,-,6.07273,,black,1
M0785,1743,1764,-,9.30909,,black,1
M0785,1743,1764,+,9.94545,,black,1
M1218,96,105,-,8.65041,,black,1
M1218,1018,1027,-,9.65041,,black,1
M1218,2313,2322,+,8.65041,,black,1
M1218,2702,2711,-,7.61789,,black,1
M1227,44,51,-,7.92857,,black,1
M1227,98,105,-,6.12245,,black,1
M1227,1020,1027,-,9.5102,,black,1
M1227,2094,2101,+,4.62245,,black,1
M1227,2313,2320,+,6.12245,,black,1
M1229,107,114,+,11.6327,,black,1
M1230,97,106,-,7.31548,,black,1
M1230,1019,1028,-,7.90476,,black,1
M1230,2093,2102,+,7.32143,,black,1
M1230,2312,2321,+,7.73214,,black,1
M1234,96,105,-,8.13008,,black,1
M1234,1018,1027,-,10.5122,,black,1
M1234,2094,2103,+,7.52033,,black,1
M1234,2313,2322,+,8.13008,,black,1
M1234,92,113,-,10.1927,,black,1
M1234,1150,1171,-,7.76147,,black,1
M1234,1246,1267,-,5.11009,,black,1
M1234,2086,2107,+,5.48624,,black,1
M1234,90,112,-,5.55963,,black,1
M1234,1012,1034,-,6.61468,,black,1
M1234,1148,1170,-,4.41284,,black,1
M1234,1244,1266,-,5.43119,,black,1
M1234,2087,2109,+,5.48624,,black,1
M1234,2413,2435,-,5.99083,,black,1
M1234,147,169,+,2.67347,,black,1
M1234,988,1010,+,0.979592,,black,1
M1234,1013,1035,-,0.857143,,black,1
M1234,1245,1267,-,0.72449,,black,1
M1234,89,111,+,10.2755,,black,1
M1234,486,508,+,3.60204,,black,1
M1234,1011,1033,+,4.28571,,black,1
M1234,1350,1372,+,3.88776,,black,1
M1234,2307,2329,-,5.45918,,black,1
M1235,7,17,-,6.88776,,black,1
M1235,296,306,+,6.37755,,black,1
M1235,477,487,+,5.22449,,black,1
M1235,745,755,+,7.0102,,black,1
M1235,1279,1289,+,7.2449,,black,1
M1235,1880,1890,+,6.5102,,black,1
M1235,2018,2028,+,7.2449,,black,1
M1235,2801,2811,-,8.33673,,black,1
M1235,190,211,-,7.65854,,black,1
M1235,290,311,+,5.72358,,black,1
M1235,704,725,-,6.39024,,black,1
M1235,973,994,+,4.72358,,black,1
M1235,2371,2392,-,4.47967,,black,1
M1235,2796,2817,-,6.1626,,black,1
M1235,188,210,+,5.62903,,black,1
M1235,706,728,+,5.8871,,black,1
M1235,731,753,-,5.84677,,black,1
M1235,736,758,-,6.48387,,black,1
M1235,817,839,-,6.62903,,black,1
M1235,1483,1505,+,4.83065,,black,1
M1235,2362,2384,+,6.20161,,black,1
M1235,2833,2855,+,8.56452,,black,1
M1235,1401,1422,-,12.7857,,black,1
M1235,1471,1492,+,0.479592,,black,1
M1235,2556,2577,-,0.94898,,black,1
M1235,1399,1421,-,11.9174,,black,1
M1235,1472,1494,+,1.47706,,black,1
M1235,2554,2576,-,2.20183,,black,1
M1244,389,398,-,7.10891,,black,1
M1244,1263,1272,+,6.9505,,black,1
M1244,2617,2626,+,6.9604,,black,1
M1244,46,67,-,4.28571,,black,1
M1244,46,67,+,5.71429,,black,1
M1244,511,532,-,4.4898,,black,1
M1244,547,568,+,4.10204,,black,1
M1244,835,856,-,4.58163,,black,1
M1244,1492,1513,+,5.7449,,black,1
M1244,1791,1812,-,4.40816,,black,1
M1244,1791,1812,+,5.42857,,black,1
M1244,2613,2634,-,5.81633,,black,1
M1244,45,67,-,6.08257,,black,1
M1244,46,68,+,2.86239,,black,1
M1244,209,231,-,1.72477,,black,1
M1244,835,857,+,2.22936,,black,1
M1244,1086,1108,-,3.11009,,black,1
M1244,1259,1281,+,5.13761,,black,1
M1244,1790,1812,-,1.59633,,black,1
M1244,1791,1813,+,2.17431,,black,1
M1244,2498,2520,+,1.82569,,black,1
M1244,2612,2634,-,1.80734,,black,1
M1244,2613,2635,+,6.19266,,black,1
M1244,46,67,-,3.13636,,black,1
M1244,46,67,+,7.57273,,black,1
M1244,381,402,+,5.24545,,black,1
M1244,688,709,+,3.68182,,black,1
M1244,2076,2097,-,8.15455,,black,1
M1244,2613,2634,-,5.94545,,black,1
M1244,2613,2634,+,6.95455,,black,1
M1244,45,67,-,2.47706,,black,1
M1244,46,68,+,5.11927,,black,1
M1244,381,403,+,7.78899,,black,1
M1244,1087,1109,+,4.38532,,black,1
M1244,2075,2097,-,8.51376,,black,1
M1244,2612,2634,-,7.44954,,black,1
M1244,2613,2635,+,8.61468,,black,1
M1246,107,114,+,9,,black,1
M1246,972,979,-,6.93878,,black,1
M1246,1980,1987,-,6.4898,,black,1
M1246,100,121,+,5.29358,,black,1
M1246,100,121,-,7.33028,,black,1
M1246,965,986,-,7.11009,,black,1
M1246,1270,1291,-,5.23853,,black,1
M1246,965,987,-,4.68293,,black,1
M1246,1270,1292,-,4.88618,,black,1
M1251,197,204,-,9.29592,,black,1
M1251,297,304,+,10.6122,,black,1
M1251,1280,1287,+,9.5102,,black,1
M1251,1881,1888,+,10.6122,,black,1
M1251,2019,2026,+,9.5102,,black,1
M1251,2803,2810,-,10.6122,,black,1
M1251,190,211,-,2.76531,,black,1
M1251,1273,1294,+,6,,black,1
M1251,1400,1421,+,3.16327,,black,1
M1251,2225,2246,+,2.59184,,black,1
M1251,2363,2384,-,2.46939,,black,1
M1251,2375,2396,-,8.19388,,black,1
M1251,2796,2817,-,9.61224,,black,1
M1251,189,211,-,5.50459,,black,1
M1251,290,312,+,4.77982,,black,1
M1251,973,995,+,5.18349,,black,1
M1251,1273,1295,+,4.50459,,black,1
M1251,1874,1896,+,3.54128,,black,1
M1251,2370,2392,-,3.7156,,black,1
M1251,2374,2396,-,9.0367,,black,1
M1251,2795,2817,-,12.789,,black,1
M1251,1401,1422,-,2.18367,,black,1
M1251,1471,1492,+,1.06122,,black,1
M1251,1401,1422,+,2.07143,,black,1
M1251,2796,2817,-,1.28571,,black,1
M1260,97,106,-,8.52525,,black,1
M1260,1019,1028,-,9.54545,,black,1
M1260,2093,2102,+,7.87879,,black,1
M1260,2312,2321,+,8.9697,,black,1
M1260,299,321,+,3.61468,,black,1
M1260,954,976,+,4.90826,,black,1
M1260,1350,1372,+,4.76147,,black,1
M1260,2088,2110,-,4.66055,,black,1
M1260,89,111,+,7.34146,,black,1
M1260,625,647,+,4.28455,,black,1
M1260,1256,1278,+,5.7561,,black,1
M1260,1405,1427,+,5.04065,,black,1
M1260,2307,2329,-,4.41463,,black,1
M1260,82,104,-,5.3211,,black,1
M1260,1011,1033,+,8.41284,,black,1
M1260,1350,1372,+,5.70642,,black,1
M1260,2088,2110,-,6.26606,,black,1
M1260,2140,2162,-,4.79817,,black,1
M1260,1150,1171,-,4.36697,,black,1
M1260,2086,2107,+,3.6422,,black,1
M1304,2093,2101,+,7.0303,,black,1
M1316,1953,1960,-,8.46939,,black,1
M1316,2089,2096,+,8.93878,,black,1
M1316,2152,2159,+,9.43878,,black,1
M1316,729,750,-,8.68293,,black,1
M1316,745,767,-,5.37398,,black,1
M1316,295,317,-,6.20325,,black,1
M1316,509,531,-,6.86992,,black,1
M1316,1464,1486,+,4.52033,,black,1
M1316,1837,1859,-,4.91057,,black,1
M1316,1944,1966,-,5.00813,,black,1
M1316,2083,2105,+,4.76423,,black,1
M1316,2146,2168,+,5.86179,,black,1
M1316,296,317,-,7.80488,,black,1
M1316,441,462,-,4.77236,,black,1
M1316,510,531,-,4.64228,,black,1
M1316,1945,1966,-,5.20325,,black,1
M1316,2146,2167,+,5.0813,,black,1
M1316,2465,2486,+,4.85366,,black,1
M1317,1613,1621,+,7.76531,,black,1
M1317,1724,1732,+,9.9898,,black,1
M1319,84,92,-,3.02439,,black,1
M1319,449,457,-,9.4878,,black,1
M1319,654,662,-,2.98374,,black,1
M1319,738,746,+,9.4878,,black,1
M1319,1147,1155,-,3.49593,,black,1
M1319,1566,1574,+,9.4878,,black,1
M1319,1789,1797,-,9.50407,,black,1
M1319,2355,2363,-,3.26016,,black,1
M1319,2381,2389,+,3.21138,,black,1
M1319,2779,2787,-,3.02439,,black,1
M1319,168,190,-,3.82114,,black,1
M1319,613,635,+,5.38211,,black,1
M1319,914,936,-,4.27642,,black,1
M1319,1141,1163,-,4.61789,,black,1
M1319,2231,2253,-,4.22764,,black,1
M1319,2288,2310,-,7.29268,,black,1
M1319,2463,2485,-,4.7561,,black,1
M1319,119,141,-,6.66972,,black,1
M1319,184,206,+,3.24771,,black,1
M1319,614,636,-,5.6789,,black,1
M1319,913,935,+,3.90826,,black,1
M1319,1278,1300,+,3.44954,,black,1
M1319,1839,1861,+,6.3945,,black,1
M1319,2287,2309,+,5.13761,,black,1
M1319,2581,2603,+,4.75229,,black,1
M1319,119,140,+,7.49593,,black,1
M1319,648,669,-,6.71545,,black,1
M1319,731,752,-,4.69919,,black,1
M1319,731,752,+,6.26016,,black,1
M1319,1187,1208,+,4.78862,,black,1
M1319,1559,1580,+,4.80488,,black,1
M1319,1840,1861,-,5.19512,,black,1
M1319,2288,2309,-,5.07317,,black,1
M1319,2349,2370,-,7.04878,,black,1
M1319,120,141,-,6.47887,,black,1
M1319,647,668,+,9.33099,,black,1
M1319,732,753,-,7.41549,,black,1
M1319,1188,1209,-,7.51408,,black,1
M1319,1456,1477,+,6.5493,,black,1
M1319,1560,1581,-,5.89437,,black,1
M1319,1839,1860,+,6.38028,,black,1
M1319,2287,2308,+,5.82394,,black,1
M1319,2348,2369,+,6.46479,,black,1
M1319,2969,2990,+,6.24648,,black,1
M1320,751,762,-,10.7653,,black,1
M1320,1192,1203,+,9.14286,,black,1
M1320,2861,2872,+,8.83673,,black,1
M1320,2891,2902,+,9.95918,,black,1
M1320,290,311,-,6.06504,,black,1
M1320,448,469,+,8.28455,,black,1
M1320,511,532,-,7.86179,,black,1
M1320,761,782,+,4.6748,,black,1
M1320,1188,1209,+,6.77236,,black,1
M1320,1278,1299,-,5.19512,,black,1
M1320,1610,1631,+,5.08943,,black,1
M1320,1730,1751,-,5.5935,,black,1
M1320,1782,1803,-,4.99187,,black,1
M1320,1817,1838,-,5.82114,,black,1
M1320,2212,2233,+,7.78049,,black,1
M1320,2230,2251,-,6.39024,,black,1
M1320,2437,2458,+,4.86179,,black,1
M1320,2490,2511,+,4.95122,,black,1
M1320,2725,2746,+,6.86179,,black,1
M1320,2887,2908,+,5.20325,,black,1
M1320,181,202,-,7.27419,,black,1
M1320,1462,1483,+,8.44355,,black,1
M1320,2467,2488,+,7.49194,,black,1
M1320,2583,2604,-,6.66129,,black,1
M1320,88,110,+,6.11972,,black,1
M1320,93,115,+,6.26056,,black,1
M1320,406,428,-,6.99296,,black,1
M1320,742,764,-,6.28169,,black,1
M1320,1186,1208,+,12.2817,,black,1
M1320,1633,1655,-,6.11268,,black,1
M1320,1727,1749,-,6.22535,,black,1
M1320,2583,2605,-,9.6338,,black,1
M1320,2970,2992,-,6.16901,,black,1
M1320,252,274,+,8.41259,,black,1
M1320,328,350,+,6.21678,,black,1
M1320,573,595,-,5.2028,,black,1
M1320,760,782,+,10.7832,,black,1
M1320,870,892,+,5.92308,,black,1
M1320,1187,1209,+,8.16084,,black,1
M1320,1278,1300,-,5.13287,,black,1
M1320,1653,1675,-,4.82517,,black,1
M1320,1917,1939,-,6.44056,,black,1
M1320,2039,2061,+,7.83916,,black,1
M1320,2523,2545,-,6.13986,,black,1
M1320,2582,2604,-,6.90909,,black,1
M1320,2813,2835,+,7.21678,,black,1
M1320,2891,2913,+,6.0979,,black,1
M1321,753,760,-,4.56122,,black,1
M1321,2088,2095,+,7.16327,,black,1
M1321,2151,2158,+,3.52041,,black,1
M1321,746,767,-,14.6972,,black,1
M1321,866,887,+,5.44954,,black,1
M1321,1030,1051,+,7.77064,,black,1
M1321,1187,1208,+,5.3945,,black,1
M1321,2656,2677,+,6.33945,,black,1
M1321,746,768,-,11.0081,,black,1
M1321,1029,1051,+,10.878,,black,1
M1321,1186,1208,+,6.5122,,black,1
M1321,1442,1464,+,4.6748,,black,1
M1321,252,273,+,3.54128,,black,1
M1321,296,317,-,3.86239,,black,1
M1321,746,767,-,8.81651,,black,1
M1321,1026,1047,+,3.82569,,black,1
M1321,1279,1300,-,4.62385,,black,1
M1321,1875,1896,-,4.11927,,black,1
M1321,1947,1968,-,10.4495,,black,1
M1321,2656,2677,+,4.44037,,black,1
M1321,1277,1299,-,4.55455,,black,1
M1321,1463,1485,+,6.84545,,black,1
M1321,1945,1967,-,4.03636,,black,1
M1321,2145,2167,+,5.20909,,black,1
M1458,2000,2008,-,8.95918,,black,1
M1458,818,840,+,8.22018,,black,1
M1458,819,840,+,7.93578,,black,1
M1458,811,833,-,4.87156,,black,1
M1458,2153,2175,+,5.3945,,black,1
M1458,1994,2016,+,11.5688,,black,1
M1527,2713,2722,-,7.07071,,black,1
M1527,2713,2722,+,7.07071,,black,1
M1531,1477,1486,+,6.80612,,black,1
M1531,2950,2959,-,7.52041,,black,1
M1531,1470,1491,+,5.07317,,black,1
M1531,1469,1491,+,7.35772,,black,1
M1531,1550,1572,+,5.93496,,black,1
M1533,1475,1484,+,7.69388,,black,1
M1533,1556,1565,+,8.65306,,black,1
M1533,2952,2961,-,8.45918,,black,1
M1533,1469,1491,+,3.9633,,black,1
M1533,2587,2609,+,2.19266,,black,1
M1533,1551,1572,+,1.44037,,black,1
M1536,513,520,-,5.22018,,black,1
M1536,1477,1484,+,0.33945,,black,1
M1536,2635,2642,-,5.22018,,black,1
M1538,513,520,-,5.22018,,black,1
M1538,1477,1484,+,0.33945,,black,1
M1538,2635,2642,-,5.22018,,black,1
M1540,246,255,+,5.94898,,black,1
M1540,1556,1565,+,6.94898,,black,1
M1540,2952,2961,-,6.63265,,black,1
M1544,1476,1485,+,6.76147,,black,1
M1544,1557,1566,+,6.25688,,black,1
M1544,2951,2960,-,8.59633,,black,1
M1545,1476,1484,+,7.05102,,black,1
M1545,1557,1565,+,6.23469,,black,1
M1545,2952,2960,-,7.76531,,black,1
M1546,1477,1484,+,5.11927,,black,1
M1546,2952,2959,-,5,,black,1
M1562,1724,1733,-,12.1111,,black,1
M1562,97,118,-,4.73469,,black,1
M1562,1718,1739,-,12.5714,,black,1
M1562,97,118,+,5.09184,,black,1
M1562,1718,1739,+,12.5918,,black,1
M1562,2889,2910,+,2.5102,,black,1
M1562,42,63,-,4.5,,black,1
M1562,97,118,+,6.11224,,black,1
M1562,630,651,-,0.765306,,black,1
M1562,1102,1123,+,3.17347,,black,1
M1562,1718,1739,+,0.561224,,black,1
M1562,2889,2910,+,0.897959,,black,1
M1562,42,63,+,3.69388,,black,1
M1562,97,118,-,5.96939,,black,1
M1562,630,651,+,2.67347,,black,1
M1562,1102,1123,-,3.32653,,black,1
M1562,1718,1739,-,0.438776,,black,1
M1562,2263,2284,-,0.346939,,black,1
M1562,2889,2910,-,0.94898,,black,1
M1563,1613,1620,-,6.21429,,black,1
M1563,1724,1731,-,12.9796,,black,1
M1563,1550,1571,-,3.96939,,black,1
M1563,1717,1738,+,12.4592,,black,1
M1563,1549,1570,+,2.48624,,black,1
M1563,1718,1739,-,12.7798,,black,1
M1563,1102,1123,-,-1,,black,1
M1563,1549,1570,+,-0.857143,,black,1
M1563,1718,1739,-,7.20408,,black,1
M1563,2709,2730,-,-1.94898,,black,1
M1563,2889,2910,-,1.42857,,black,1
M1563,1101,1122,+,-0.77551,,black,1
M1563,1550,1571,-,-1.34694,,black,1
M1563,1717,1738,+,7.15306,,black,1
M1563,2888,2909,+,-0.489796,,black,1
M1564,1723,1732,-,11.0202,,black,1
M1564,1751,1760,-,7.61616,,black,1
M1564,1412,1433,+,2.15306,,black,1
M1564,1725,1746,-,1.81633,,black,1
M1564,1753,1774,+,1.61224,,black,1
M1564,1936,1957,-,8.17347,,black,1
M1564,2689,2710,+,7.19388,,black,1
M1564,1411,1432,+,2.79592,,black,1
M1564,1726,1747,-,2.05102,,black,1
M1564,1937,1958,-,7.52041,,black,1
M1564,2473,2494,+,2.09184,,black,1
M1564,2688,2709,+,6.05102,,black,1
M1564,18,39,-,1.49541,,black,1
M1564,44,65,-,4.58716,,black,1
M1564,1812,1833,-,2.02752,,black,1
M1564,1893,1914,-,1.19266,,black,1
M1564,2267,2288,+,2.13761,,black,1
M1564,2423,2444,-,2.06422,,black,1
M1564,2473,2494,+,2.87156,,black,1
M1564,96,118,+,5.29358,,black,1
M1564,1101,1123,+,7.63303,,black,1
M1564,1717,1739,+,1.46789,,black,1
M1566,1724,1733,-,11.5505,,black,1
M1566,489,510,-,4.88776,,black,1
M1566,1718,1739,-,11.1735,,black,1
M1566,488,509,+,4.09184,,black,1
M1566,1717,1738,+,13.7755,,black,1
M1566,97,118,-,6.68367,,black,1
M1566,630,651,+,2.57143,,black,1
M1566,1102,1123,-,3.78571,,black,1
M1566,1427,1448,+,2.44898,,black,1
M1566,96,117,+,5.58163,,black,1
M1566,1717,1738,+,5.84694,,black,1
M1566,1725,1746,-,4.36735,,black,1
M1566,1753,1774,+,2.89796,,black,1
M1566,2888,2909,+,4.14286,,black,1
M1567,1723,1732,-,10.56,,black,1
M1567,97,118,-,5.17347,,black,1
M1567,1718,1739,-,9.35714,,black,1
M1567,1754,1775,-,3.04082,,black,1
M1567,2889,2910,-,5.28571,,black,1
M1567,98,119,-,5.25688,,black,1
M1567,1719,1740,-,8.68807,,black,1
M1567,1755,1776,-,3.50459,,black,1
M1567,2890,2911,-,6.33028,,black,1
M1567,97,118,-,7.71429,,black,1
M1567,1102,1123,-,3.76531,,black,1
M1567,97,118,+,7.97959,,black,1
M1567,1102,1123,+,4.5,,black,1
M1568,1723,1733,-,14.2755,,black,1
M1568,489,510,-,6.91057,,black,1
M1568,1718,1739,-,9.73984,,black,1
M1568,2709,2730,-,7.3252,,black,1
M1568,1718,1740,+,9.03252,,black,1
M1568,2132,2154,-,3.92683,,black,1
M1568,1718,1739,-,12.8469,,black,1
M1568,2889,2910,-,3.54082,,black,1
M1568,1549,1571,+,2.82653,,black,1
M1568,1717,1739,-,11.8673,,black,1
M1569,579,586,+,5.71429,,black,1
M1569,1613,1620,-,5.65306,,black,1
M1569,1724,1731,-,13.1327,,black,1
M1570,1723,1732,-,11.9898,,black,1
M1570,97,118,-,4.72449,,black,1
M1570,1718,1739,-,12.2755,,black,1
M1570,97,118,+,4.5102,,black,1
M1570,1718,1739,+,12.4082,,black,1
M1570,2889,2910,+,2.45918,,black,1
M1570,97,118,+,6.83673,,black,1
M1570,1102,1123,+,4.47959,,black,1
M1570,1718,1739,+,0.908163,,black,1
M1570,97,118,-,6.93878,,black,1
M1570,1102,1123,-,3.87755,,black,1
M1570,1718,1739,-,0.857143,,black,1
M1571,1723,1732,-,9.78,,black,1
M1571,1717,1738,+,13.602,,black,1
M1571,2680,2701,+,2.61224,,black,1
M1571,1716,1738,+,14.5612,,black,1
M1571,2679,2701,+,2.77551,,black,1
M1571,927,949,+,6,,black,1
M1571,1288,1310,+,5.05102,,black,1
M1571,1718,1740,+,14.602,,black,1
M1571,2204,2226,-,3.5,,black,1
M1571,2889,2911,+,3.65306,,black,1
M1571,1716,1738,+,15.9796,,black,1
M1571,2134,2156,-,4.11224,,black,1
M1571,2887,2909,+,5,,black,1
M1572,577,586,+,7.488,,black,1
M1572,1724,1733,-,10.384,,black,1
M1572,2895,2904,-,8.152,,black,1
M1572,1718,1739,-,10.945,,black,1
M1572,1550,1571,+,5.02752,,black,1
M1572,1717,1738,-,18.4679,,black,1
M1572,42,63,+,0.807339,,black,1
M1572,97,118,-,6.93578,,black,1
M1572,630,651,+,2.61468,,black,1
M1572,1102,1123,-,6.81651,,black,1
M1572,1718,1739,-,2.63303,,black,1
M1572,1100,1122,+,2.70642,,black,1
M1572,1716,1738,+,2.41284,,black,1
M1572,2887,2909,+,1.02752,,black,1
M1573,104,111,-,4.97959,,black,1
M1573,1725,1732,-,13.7959,,black,1
M1573,97,118,-,4.82569,,black,1
M1573,1718,1739,-,14.3761,,black,1
M1573,2141,2162,-,3.13761,,black,1
M1573,2889,2910,-,3.10092,,black,1
M1573,98,119,-,3.7561,,black,1
M1573,1548,1569,+,4.17886,,black,1
M1573,1719,1740,-,12.6829,,black,1
M1573,2890,2911,-,3.62602,,black,1
M1573,18,39,-,-1.86239,,black,1
M1573,44,65,-,3.83486,,black,1
M1573,95,116,+,-1.94495,,black,1
M1573,786,807,-,-1.0367,,black,1
M1573,1812,1833,-,-1.83486,,black,1
M1573,1893,1914,-,-1.53211,,black,1
M1573,1937,1958,-,0.477064,,black,1
M1573,2473,2494,+,-0.522936,,black,1
M1573,2565,2586,+,-0.944954,,black,1
M1573,42,63,+,-0.142857,,black,1
M1573,97,118,-,7.83673,,black,1
M1573,630,651,+,-0.387755,,black,1
M1573,1091,1112,-,-1.36735,,black,1
M1573,1102,1123,-,5,,black,1
M1574,1723,1732,-,8.00549,,black,1
M1574,97,118,+,6.24771,,black,1
M1574,1718,1739,+,11.3761,,black,1
M1574,2889,2910,+,2.83486,,black,1
M1574,97,118,-,6.18349,,black,1
M1574,1718,1739,-,11.3853,,black,1
M1574,242,263,+,3.54082,,black,1
M1574,489,510,+,4.84694,,black,1
M1574,1718,1739,+,5.80612,,black,1
M1574,1724,1745,-,3.85714,,black,1
M1574,241,262,+,4.58716,,black,1
M1574,488,509,+,2.82569,,black,1
M1574,1717,1738,+,2.77982,,black,1
M1574,1753,1774,+,3.12844,,black,1
M1574,2027,2048,-,2.29358,,black,1
M1575,1293,1303,-,7.22772,,black,1
M1575,1723,1733,-,12.7228,,black,1
M1575,1941,1951,+,7.75248,,black,1
M1575,2480,2490,-,7.46535,,black,1
M1575,97,118,-,5.87156,,black,1
M1575,630,651,+,0.522936,,black,1
M1575,1102,1123,-,6,,black,1
M1575,1718,1739,-,1.17431,,black,1
M1575,95,116,+,5.02439,,black,1
M1575,1100,1121,+,3.65041,,black,1
M1575,1490,1511,-,2.80488,,black,1
M1575,2298,2319,-,3.20325,,black,1
M1575,2313,2334,-,4.10569,,black,1
M1575,2707,2728,+,4.41463,,black,1
M1575,97,118,-,4.70642,,black,1
M1575,1718,1739,-,14.0917,,black,1
M1575,2889,2910,-,1.88073,,black,1
M1575,97,118,+,5.23853,,black,1
M1575,571,592,-,1.66055,,black,1
M1575,1718,1739,+,14.0642,,black,1
M1575,2889,2910,+,2.93578,,black,1
M1576,1723,1732,-,8.9902,,black,1
M1577,103,112,-,7.48515,,black,1
M1577,1724,1733,-,11.0693,,black,1
M1577,97,118,-,7.7449,,black,1
M1577,1102,1123,-,3.60204,,black,1
M1577,1718,1739,-,15.2755,,black,1
M1577,2141,2162,-,3.90816,,black,1
M1577,2889,2910,-,3.79592,,black,1
M1577,96,117,+,7.44037,,black,1
M1577,1717,1738,+,6.22018,,black,1
M1577,1725,1746,-,3.55046,,black,1
M1577,1936,1957,-,1.87156,,black,1
M1577,97,118,+,8.21429,,black,1
M1577,1091,1112,+,-0.0714286,,black,1
M1577,1102,1123,+,3.2449,,black,1
M1577,96,118,+,4.62245,,black,1
M1577,1101,1123,+,2.91837,,black,1
M1577,2140,2162,+,-1.18367,,black,1
M1579,1557,1564,+,5.10204,,black,1
M1579,1724,1731,-,14.5918,,black,1
M1579,2536,2543,+,3.34694,,black,1
M1579,1718,1739,-,17.1927,,black,1
M1579,1550,1571,+,4.08257,,black,1
M1579,1717,1738,-,17.1284,,black,1
M1579,97,118,-,5.24771,,black,1
M1579,1102,1123,-,2.99083,,black,1
M1579,1718,1739,-,0.293578,,black,1
